"uid","phyto_mean_biovol","phyto_se_biovol","phyto_total_density","zoo_mean_biomass","zoo_se_biomass","zoo_total_density","temp_mean","phos_total_mean","nitrate_mean","silicate_mean","site_id"
6665,19710.0180942392,43463.1041640438,310.348128188063,1.96136887079008,8.64600882701143,659.098,18.9666666666667,23,0.002,3.6,"NLA12_UT-105"
6666,782.862612126384,6746.36744699285,6238.5254293017,0.144034479667278,0.321281692719479,2143.9186,28.4333333333333,239,0.002,3.765,"NLA12_TX-117"
6667,418.320947764624,2016.69376515775,5964.44132963641,0.312464700600613,0.336712452991018,429.894,20.5,21,0.002,10.425,"NLA12_OR-110"
6668,49.8831996100195,228.785156940284,51684.8955912231,0.0804776568643051,0.143961970502048,1173.9892,27.4,30,0.05,3.52,"NLA12_OK-120"
6669,34.691616906904,783.828732770806,397472.018390006,0.0722329264331642,0.126637447173186,221.9791,27.3,5,0.1,3.91,"NLA12_OK-104"
6670,1792.63693009906,11111.8389757819,11158.5012512794,0.411711093615666,0.377736196204971,187.7314,17.0333333333333,22,0.008,7.263,"NLA12_NH-101"
6680,1936.72776411317,3324.66705982514,1621.3925055894,0.507059190365235,1.05372265152086,393.5083,21.8,23,0.004,1.943,"NLA12_MI-R08"
6683,170.400606854746,1023.67601247382,12958.0447221189,0.0432827834284007,0.297539170181142,2401.0332,19.7,70,0,0.425,"NLA12_SD-172"
6684,328.0586787481,6185.06025630535,151802.927743116,0.901754891490024,4.22151586865568,1383.3106,18.4,236,0.003,12.694,"NLA12_SD-124"
6685,30.8331382381093,398.428772117484,475239.417345101,0.774880332550286,2.88396325144744,1135.5636,20.3,68,0,3.546,"NLA12_SD-140"
6686,427.931726411467,4144.47316430128,4267.7144179396,0.0963789453649328,0.149596898493934,451.8435,21.2,21,0.002,10.961,"NLA12_MN-108"
6689,105.375336098945,491.26226832029,10961.4698852815,0.0614420126389028,0.162105175107709,3829.0982,22,19,0.003,6.73,"NLA12_CT-101"
6690,47.1224941440267,94.5535994193984,4413.31976962773,0.380609504376917,0.328990121119544,173.1013,21.0333333333333,14,0.003,4.864,"NLA12_NH-R04"
6692,1894.3404810246,5918.00859850234,6832.65393800763,0.721805473448851,0.899219690998687,127.3749,22.7433333333333,6,0.002,0.312,"NLA12_WV-101"
6693,215.701866372867,1676.83891755693,1311.8370960725,0.0537612226776569,0.0116750076090128,11.1493,17.2,3590,2.12,26.324,"NLA12_ND-155"
6694,30.5559424481212,151.468248646425,12945.5773511683,0.0297746098665564,0.0527887946118855,218.9315,20.0466666666667,10,0.041,2.345,"NLA12_NY-0101"
6695,25.1443127470612,572.703700345078,627830.931734059,0.141250278112027,0.21877321226645,669.2447,26.6,30,0.05,6.95,"NLA12_OK-109"
6696,438.362756746502,3139.96641639564,5912.04928341733,2.81733051341787,12.8249336138254,366.0157,17.292,1378,0.002,19.127,"NLA12_MT-118"
6697,15.4108206835311,473.101892406628,204701.488005192,0.270574599461533,0.908615709624982,2260.8253,18.33,272,0,32.249,"NLA12_ND-151"
6714,224.123931388249,1482.58118986547,11016.1548483771,0.562118511835196,1.90275761358122,322.7492,25.14,14,0.002,1.795,"NLA12_WV-115"
6715,55.1704107709597,240.079540678898,12493.2998172058,0.0218450329821798,0.0557556649897648,914.13,20,15,0.003,3.685,"NLA12_NH-112"
6716,1749.11918213688,15076.9347015176,38097.0576820793,1.93168365234657,9.72510905427833,486.2233,22.2333333333333,107,0,10.292,"NLA12_MN-163"
6717,81.1385436608297,515.197949032483,9187.80968778824,4.09265195700318,18.4367439808987,374.1486,19.244,81,0.023,14.254,"NLA12_ND-173"
6718,4182.47318712295,21925.588074253,1968.82783560997,0.0606867660996093,0.0823866689134423,317.9161,28.6,66,0.003,5.285,"NLA12_LA-104"
6719,890.43735809469,4383.1276875278,2609.21535544214,0.0689310595281609,0.0859690887625116,318.7315,21.6,27,0,7.105,"NLA12_NV-103"
6720,80.9113679451539,862.581741196094,137215.656302162,1.49966952862329,4.59041208108654,93.9567,19.6,138,0,51.3,"NLA12_NV-102"
6721,207.041423256412,850.613469514544,24791.7718742838,0.0358846343392763,0.319245581632048,984.5356,20.4333333333333,31,0.004,2.72,"NLA12_MN-130"
6723,1567.37764531176,7959.17532490647,4949.0868502575,0.420966172726095,1.25681795712872,589.5716,24.5,1054,0.002,2.178,"NLA12_LA-154"
6724,558.898042397611,746.870141454258,1227.80476731713,0.0719038919249112,0.128440352218883,873.2003,30.1333333333333,23,0,1.831,"NLA12_LA-155"
6731,9549.51078611934,36578.4466783062,520.64223105825,8.23756727888137,19.4500688872668,57.6704,17.8,30,0,13.6,"NLA12_UT-160"
6735,558.184309585256,3339.71344446831,18250.7536327372,0.0462723615801491,0.086416010333057,469.3709,27.7,181,0,14.166,"NLA12_TX-101"
6741,2504.92502153045,1962.49035830362,146.567040148645,0.396359285923821,0.228345046478451,113.1756,20.8,10,0.002,3.635,"NLA12_MI-R09"
6742,22.2081990460084,244.906794834883,61579.3389579603,0.447710379537145,3.64085625296238,828.7094,17.105,78,0,3.761,"NLA12_MT-138"
6744,1092.96452011708,5828.44157549486,7838.50371829294,0.145015103325289,0.399934165566082,750.6294,28.925,79,0.097,4.134,"NLA12_TX-160"
6746,5866.94385614347,6374.89042763295,32.1157493611768,0.0266440415023948,0.0197548981806579,422.5973,26.8,25,0.025,9.53,"NLA12_MO-104"
6747,4637.54323751438,1202.31198615988,40.6582609677319,0.0817974352013032,0.0945736259390769,626.17,27.2,10,0,1.401,"NLA12_MO-117"
6753,7903.32134659434,12750.2215687924,663.141818933939,1.23670912061038,2.18470450012138,218.7233,22.6,110,0,15.656,"NLA12_CO-124"
6754,299.937088644685,1203.01637682063,24238.7852304335,0.166260826542838,0.333446940139976,67.1036,29.35,109,0.002,2.633,"NLA12_LA-106"
6755,96.4883594981798,1346.81809979779,46293.9415679905,0.0162581478477667,0,13.3164,32,397,0,19.181,"NLA12_LA-109"
6762,667.487972051824,4168.59692958126,8219.49491739161,0.0231915900795675,0.0462833639189248,1017.5887,29.8666666666667,89,0,15.575,"NLA12_TX-195"
6768,3472.10794107325,129762.801167487,29232.313253754,0.274736389020716,0.760317002122773,226.5175,25.3333333333333,241,0,11.53,"NLA12_IA-106"
6775,1056.88492466767,2033.89751878529,4388.26254405925,2.11792981798604,5.71462394526168,168.0915,20.975,137,0.07,28.376,"NLA12_NV-141"
6776,223.89743448172,1254.88124596907,9229.27837687533,0.134150362275136,0.132453191840567,87.0471,24.6,75,NA,9.48,"NLA12_WI-140"
6777,899.445971813798,3066.92839591303,10180.5529264137,0.0251014265341637,0.0971818412542012,3253.2414,28,81,0.02,3.222,"NLA12_MD-102"
6780,866.980060591193,2743.0363100525,3758.41557103176,0.0551144759652144,0.191003975126908,300.9409,27.475,16,5.89,5.289,"NLA12_DE-105"
6781,1700.52157662076,2202.29578140038,209.52141154717,0.640351308514367,0.695575905823316,95.5855,27.6,455,1.25,10.441,"NLA12_KS-126"
6783,1933.1828282766,2093.59099371765,294.130052048364,0.227092166400031,0.43861896590904,669.0768,26.4666666666667,16,0.006,4.008,"NLA12_IA-R03"
6789,2055.55227339304,4861.69402182123,807.196895052029,0.410660107661902,0.49512717998161,371.0319,26.6,18,0,0.745,"NLA12_IA-103"
6792,10422.5845198335,24758.3816641907,134.819290333032,0.322125855656023,0.21990279198026,79.6611,25.2666666666667,9,0.002,4.062,"NLA12_VA-R01"
6793,4045.17352238879,4695.75643074832,349.869927523958,0.0277309939179394,0.0424201447966879,944.2359,16.2,21,0,0.871,"NLA12_NV-193"
6794,782.054287890939,4010.40402708581,7265.56811704662,0.0420944605230337,0.177815071305122,4110.4007,33.4,167,0.002,2.859,"NLA12_TX-187"
6795,2558.23107284856,4373.24434474031,271.204047540342,1.84575273916967,3.94219415284946,168.7829,17.35,29,0.002,18.212,"NLA12_CO-102"
6796,954.876275774454,4241.77942709475,4733.66450709438,0.099287001438442,0.59942251894581,3805.5757,27.0666666666667,95,0.002,11.339,"NLA12_KS-106"
6797,7737.04611251236,32803.1105873158,2089.82987933228,1.06709108716944,NA,0.2042,35.5,3085,0.003,18.973,"NLA12_LA-141"
6798,433.687138549716,3417.80891131818,5951.19980922406,0.0745993099394095,0.108836562187636,771.7873,18.6266666666667,26,0.015,3.174,"NLA12_MN-105"
6799,3372.49782228205,9444.25651059898,2274.43997998185,7.00338898346113,15.3408760961976,198.4961,21.2,355,0,5.135,"NLA12_MT-126"
6800,1339.10745627265,4884.98633171806,4049.42794739837,0.140776134986492,0.288510743240025,1585.2964,23.8433333333333,49,0.002,3.454,"NLA12_NJ-107"
6804,23297.227939373,26776.9244979189,178.023220839536,5.86412643925824,27.1230448220421,108.1373,21.6333333333333,42,0.002,23.793,"NLA12_SD-106"
6805,1160.47319707944,2903.92897171822,3772.6850503901,0.0241413271726826,0.0664475987241882,705.4666,26.5,58,0.003,14.63,"NLA12_TX-157"
6806,1663.11851576083,2175.74541408369,869.696141791979,0.00365136456464926,0.0148654455565816,955.9166,22.9066666666667,26,0.002,6.577,"NLA12_WV-113"
6808,8228.54890008769,52534.5869312155,2414.0888102261,0.906268994951863,2.57107086533828,760.3994,22.6,167,0.002,7.296,"NLA12_SD-110"
6809,1907.30476116405,5102.47726204465,1021.30177482027,0.232648005571343,0.452112138713119,357.9747,25.6,24,0.003,1.295,"NLA12_IL-110"
6812,735.641433661762,984.238543041785,527.445181096749,0.518744482903824,0.691250787708376,399.4402,23.3,27,0.004,1.107,"NLA12_NH-105"
6813,2236.41026373242,7927.88614400273,646.222081358198,0.23591623169346,0.181828076070102,213.0591,23.7,10,0.002,0.39,"NLA12_CT-115"
6815,1208.90570233165,4736.85299174781,7127.21188814135,0.0824345013283929,0.203404144254658,1250.3078,25.2666666666667,46,0.002,4.388,"NLA12_IA-R01"
6816,469.603369291017,2582.02858944051,2881.57291661468,0.0942332067546591,0.337942937789177,579.4815,21.7666666666667,25,0.014,2.943,"NLA12_MN-109"
6818,8305.84047595891,10225.3009439467,32.707289718159,0.0797736690708507,0.0509836576795088,200.4145,23.35,9,0.002,1.128,"NLA12_VA-R17"
6821,162.919881967694,17172.2653681626,316033.699052825,0.398975302950962,16.208894063151,13657.2268,20.75,3436,0,17.988,"NLA12_MT-154"
6823,2836.40224658762,7834.15574834085,3868.09770264405,5.33409813248745,15.4115738440502,80.3261,19.0833333333333,93,0.004,23.498,"NLA12_ID-194"
6825,15632.4082537403,65454.7123566525,735.221158061176,0.403582073482435,0.570459251804299,263.7746,21.2233333333333,36,0.002,28.073,"NLA12_UT-173"
6826,2856.9304955513,4160.34352767297,391.491541548396,0.154969762395205,0.142912260820793,1097.9871,14.95,41,0.002,0.211,"NLA12_UT-165"
6827,212.242338708994,2015.30081585917,5405.75941717788,0.325469243691363,1.53055730279479,906.9115,24.4366666666667,11,0.002,0.096,"NLA12_WV-111"
6829,31.7840239889747,41.2795993460299,7354.61675592387,1.76128833634533,4.81482120028756,82.5033,17.55,83,0,1.183,"NLA12_NV-109"
6830,920.130125890307,4427.42409260809,2537.32133239416,0.0222288201840538,0.163723617155487,3068.6244,28.3,28,0.002,5.814,"NLA12_KS-107"
6831,73.8041091122862,513.790433826308,16763.1482932438,0.202977778727353,0.489213815116762,248.0641,23.3,20,0.003,4.412,"NLA12_RI-104"
6832,195.85310481654,4891.88569681614,36492.716441207,0.0891972526680127,0.17858206332966,887.552,20.9666666666667,14,0.04,0.914,"NLA12_PA-118"
6833,472.57249668575,1977.21622532404,8495.86157120317,0.029656618573652,0.179642360903543,1215.3948,NA,10,0.04,0.745,"NLA12_PA-109"
6834,6805.35330420328,67365.4637488045,3185.37942415289,0.0288491325898389,NA,2.5824,18.4333333333333,16,0.135,5.281,"NLA12_NY-0102"
6837,2493.51875263027,6018.38890795562,485.724717098042,0.0541739140794396,0.0401830703649545,201.4512,24.3333333333333,7,0.002,2.157,"NLA12_WV-R01"
6838,285.121597020629,3410.87323545146,111354.45099202,2.2879838648976,1.68262942772233,58.4564,25.05,227,0.002,17.644,"NLA12_DE-102"
6839,476.878317732399,2138.55512060249,8684.98104232138,0.21633760854642,0.155955916768661,173.0596,20.0366666666667,17,0.003,5.307,"NLA12_MN-150"
6840,173.842896179156,11491.6408573047,213759.290011504,0.0769242992868076,0.32393024890211,3385.622,26.3,208,0.002,3.119,"NLA12_IA-R02"
6841,127.095297084432,1789.58595079437,42108.1237053542,0.100217425410384,0.244474029382819,7806.2173,22.1575,254,0,34.774,"NLA12_ND-102"
6843,251.814305356027,34251.5018359475,1317820.82393659,5.47549564522658,22.2352031215151,414.7977,23.825,306,0.016,7.123,"NLA12_OR-111"
6848,1243.12489174462,3374.61268330207,3874.42236148984,0.0633329386352381,0.0731463934851122,1216.9639,26.3,33,0.002,5.843,"NLA12_IA-113"
6849,704.77911979545,3750.62820856995,8864.26206796987,0.176312418982898,0.489748673341771,322.8485,29.7,43,0.002,18.584,"NLA12_TX-107"
6851,7091.28974381115,15889.3870270022,1807.30215802917,0.117022205573169,0.263747622206946,4702.0358,27.6,68,0.002,1.885,"NLA12_KS-121"
6852,1900.37099873888,7285.69573017161,1584.48377711417,0.639271719719973,1.69925332842584,658.8782,21.3725,840,0,6.334,"NLA12_ND-119"
6853,278.55317993737,12355.4767638567,109703.730909375,1.6149607994268,3.82336430729673,280.1107,21.7,322,0,7.07,"NLA12_ND-167"
6854,5583.80963693357,10668.3166606353,71.1668545739013,1.46273612116898,0.112619771222469,32.5892,22.8,7,0.002,0.254,"NLA12_CT-102"
6858,4030.5377135975,4176.61492612071,180.822059806381,0.205125146114264,0.288942781358863,82.983,17.0333333333333,6,0.002,1.711,"NLA12_NH-103"
6860,107.78646018536,3435.31304988851,372050.536646595,0.17781484082397,0.222579908251319,99.1104,30.8666666666667,35,0.002,17.03,"NLA12_TX-105"
6865,224.4941881631,4054.24190556164,21016.7116,0.367961004170234,0.487648579901059,65.1762,19.925,43,0.002,20.693,"NLA12_ND-187"
6868,2921.14538031565,45589.2393946558,3707.20402807539,0.391015783691063,0.681688840828975,1292.8028,17.12,118,0.005,32.004,"NLA12_UT-186"
6869,2077.08739112938,9284.76017103762,5719.74822765654,0.0386913826897239,0.145000308141843,356.8805,20.174,193,0.56,30.088,"NLA12_UT-141"
6870,775.770397953163,3096.92888593687,3716.03463190413,0.0406444676166834,0.167624754628566,789.0668,20.0333333333333,28,0.013,7.027,"NLA12_MN-138"
6871,147.104493462281,3745.64327764368,229509.866875391,2.24850152057323,4.70866471425395,115.417,23.4,709,0.133,3.719,"NLA12_SD-102"
6874,7182.34023993578,73171.2006741179,1647.64626014234,1.1102921187486,3.53042157328141,216.2956,17.6833333333333,37,0,6.2,"NLA12_CO-114"
6875,6715.41018319244,3661.14098417205,199.407709323781,0.961989421572207,2.6121459231315,350.8839,17.925,48,0.002,7.798,"NLA12_CO-131"
6876,111.919507818904,2914.37299092037,29487.8689552507,0.65141908734728,1.76962470404635,378.7399,22.41,22,0,5.571,"NLA12_MN-153"
6877,941.293993053198,5198.09379301207,20464.4791451584,0.127633050853592,0.197812126138765,469.6738,27.52,63,0,6.734,"NLA12_WV-112"
6888,4506.74135833656,2793.85045841821,230.314931070976,1.35976796528193,5.19199490312696,507.2172,20.35,103,0.002,6.93,"NLA12_MT-142"
6889,12484.0846147364,8523.30726987665,78.6481468606042,0.521379743440462,1.49931512483408,305.738,25.4133333333333,14,0.002,5.792,"NLA12_GA-118"
6905,1203.70193852894,4326.49611136695,7540.64345637985,0.0431419473798865,0.14322998639174,1444.6149,26.0333333333333,77,0.002,7.891,"NLA12_MD-105"
6915,9100.68464272787,86125.8987358455,4639.97474986044,0.153912414888257,0.517882109101943,2999.6742,26.7333333333333,62,0.308,5.829,"NLA12_IA-150"
6918,7011.20314915675,69011.5165447558,3600.30090941466,0.197199926780388,0.491800349122453,190.6593,33.4,427,0.002,7.093,"NLA12_LA-172"
6919,4626.62463915826,18374.472200976,2204.54052422451,0.08451190737897,0.123978843401617,995.2988,28.3666666666667,105,0.26,2,"NLA12_OK-103"
6923,34.7844823920276,550.857203816492,89846.6905034727,0.101701215117971,0.284669590564096,800.663,26.1333333333333,17,0,1.97,"NLA12_OH-103"
6925,10296.6707656611,33960.1335468819,203.537977885946,0.165063733078621,0,6.0722,9.10666666666667,28,0.516,18.768,"NLA12_WA-118"
6926,6377.58007253575,148108.26335559,18186.3343372942,0.75923657338464,8.84038341022534,2749.3042,24.305,265,0,20.94,"NLA12_UT-148"
6927,31481.4069758704,279168.731448154,947.643820838958,0.0878694487146671,0.202216676902024,339.4957,26.6666666666667,60,0.002,6.41,"NLA12_KS-122"
6929,343.040230007736,4449.3143168746,7302.89195976666,0.0613719004749689,0.0557155066429103,206.9188,27.15,18,0.002,1.328,"NLA12_RI-102"
6937,8743.45619320898,5169.58801512038,174.446124724073,0.196189176883748,0.233467219947383,61.2781,14.43,17,0.002,6.148,"NLA12_ID-168"
6940,7604.09034404994,4422.24752543902,104.741499688154,2.72609951594388,7.88832016187915,117.4244,NA,36,0.002,16.608,"NLA12_ID-141"
6944,11432.1470921423,9118.43353170348,210.797997242039,1.29345633883609,3.26394874366549,175.0274,16.6466666666667,20,0.002,4.946,"NLA12_UT-125"
6945,5097.25064310902,46419.9509350411,1200.55404671399,0.187713682985379,0.0639101948717149,32.9928,29.6,26,0.004,4.157,"NLA12_KY-116"
6953,1383.70481577712,25684.9966136052,13594.8357269648,0.125604119759433,0.160027894863299,998.2913,24.0675,19,0.002,0.837,"NLA12_VT-112"
6958,6312.53374962621,42456.4951839408,1148.9852169946,0.248154925913251,0.426757481167116,1125.8491,18.7933333333333,34,0.002,7.368,"NLA12_ID-113"
6959,9217.86215589908,10742.9160915021,143.618463675201,0.21231316641303,0.722744587551627,1521.4007,20.1566666666667,56,0.002,24.702,"NLA12_ID-101"
6963,17927.4427274026,40155.0343811186,294.40296079332,0.372037196879631,0.136835199261287,61.403,26.3666666666667,41,0.031,7.316,"NLA12_SD-183"
6964,6417.055001369,6686.00318331478,192.308302427941,0.0754983865350817,0.206891036396349,1693.9011,24.275,91,0,23.604,"NLA12_ND-196"
6966,6083.22019959469,14404.8803953522,1927.60167741113,0.781726597046639,1.74148387066822,45.8393,15.5,21,0.003,3.416,"NLA12_UT-260"
6967,215.201537321996,2496.66061366769,37354.5474727348,0.0864047360859352,0.172833014143909,1084.2033,25.9,24,0.299,5.639,"NLA12_RI-111"
6968,51.0762038498393,181.562100140676,15634.8898803785,0.0882132845031138,0.0561859381956494,141.1148,27.5,6,0.002,1.158,"NLA12_MD-101"
6970,1462.52896936518,423.218128092986,27.9902569846317,1.19163092220706,1.28375586876591,61.548,16.76,41,0.002,10.384,"NLA12_ID-209"
6971,2509.7902666139,38584.1001552004,5053.60158341518,1.20514936458161,1.16564016978932,55.7428,20.86,201,0.002,35.371,"NLA12_ID-175"
6976,5837.07600148641,2514.09800086375,118.077621196724,0.0299505840899456,0.0847911443507736,906.5299,15.4625,25,0.005,11.412,"NLA12_CO-108"
6977,18278.8721572202,55821.2476532037,284.211830599621,5.07125740691152,18.1225110434727,131.0769,27.8,240,0.026,46.591,"NLA12_IA-152"
6981,3331.27634663985,14782.220043816,2819.705514727,3.14730657383329,10.5762099049996,200.2728,24,89,0.011,11.217,"NLA12_ND-106"
6983,8774.45966222727,5459.17390164994,130.834479066782,0.676505636933294,0.631906029913754,149.372,18.05,25,0.002,13.83,"NLA12_WA-157"
6984,34324.9800644107,168061.156571437,683.212597114223,3.68206761198152,7.18495033915349,68.4287,18.4766666666667,9,0.028,0.322,"NLA12_WA-121"
6991,95.3660141039995,421.082601210325,12327.7959600777,0.462357641663482,0.346831229134688,143.915,NA,22,0.002,6.711,"NLA12_WY-101"
6992,324.063453755949,809.690998062595,8198.98167104325,0.312726552460334,1.1424722684791,312.5104,30.9666666666667,20,0.002,5.406,"NLA12_MO-108"
6999,81.1238727239151,316.878547842588,8036.62564679069,2.77967853086096,3.8024958726108,52.6458,NA,15,0.002,4.268,"NLA12_WY-104"
7000,60.4481105379082,543.795675841679,15046.9287576755,0.0637493905411994,0.0627117827501485,114.856,NA,1528,0.237,24.243,"NLA12_WY-107"
7001,150.530368011559,3293.54449819087,168508.207701002,0.211448907277071,0.729234846065047,2853.4269,28.3,36,0.234,3.162,"NLA12_MI-111"
7002,539.217681147501,5937.57646630743,29885.6494201121,0.58644191200777,1.38981372764668,1075.4245,28.975,51,0,10.271,"NLA12_MI-114"
7004,75.0944763628971,415.476585520834,16511.6126172581,3.05314549163056,3.13335172039134,23.7292,27.75,22,0.002,5.039,"NLA12_MI-135"
7005,185.730055242622,1529.89395895651,15342.648779044,0.207550488316671,0.386006999655593,474.7534,27.175,25,0.002,1.284,"NLA12_MI-155"
7006,1325.86727388603,3171.99305257738,2914.12059261079,1.81102599656541,5.51442195671179,339.8949,NA,44,0.002,2.746,"NLA12_WY-130"
7017,1051.16373215925,11206.6634776163,40734.8068764161,0.5481602757154,1.03160431683549,433.7226,29.3333333333333,22,0.002,1.494,"NLA12_IA-104"
7020,753.183921905645,3587.20712969682,10983.2839959857,0.450265213946289,0.348833125329838,786.1389,20,25.3,0.005,1.2,"NLA12_CA-101"
7021,122.213151387989,535.148665392907,15275.387190314,0.104148843831374,0.0385747341902574,96.0846,29.7166666666667,19,0.003,7.859,"NLA12_GA-105"
7022,655.248255973339,6983.67388397097,12500.2718242004,0.00605254601201011,0.0271828281059833,15854.9311,18.34,42,0,1.708,"NLA12_MT-107"
7023,1034.78380209898,2573.29747019764,3326.33094605666,0.112476528861232,0.264187557255272,925.1788,28.3,344,0.05,9.54,"NLA12_OK-105"
7026,4873.58292490581,24321.2735943144,1197.72929326176,4.00483009734232,12.7888971212805,390.3441,NA,52,0.005,7.683,"NLA12_WY-105"
7027,3106.0323636137,3626.35747674145,367.372817092101,0.457168247269461,0.426285755707367,201.3156,24.4075,32,0.002,9.554,"NLA12_OR-104"
7028,30.8773094453038,559.910947861518,411767.470628298,0.174148654174425,0.269100162087421,1295.8923,27.6333333333333,71,0.05,21.1,"NLA12_OK-106"
7041,68.396059088253,835.890428481976,117313.858970247,0.0899332462025271,0.20913763060623,1926.4522,28.9,50,0.002,6.323,"NLA12_IA-127"
7042,368.249473150365,4924.71414280844,18374.6483763117,0.0154564705724019,0.0377377034255045,193.1877,30.2333333333333,18,0.004,6.297,"NLA12_MO-R02"
7043,105.122774835068,540.063302321553,21560.0746256552,0.0221873715259909,0.145271345803664,486.9662,30.85,7,0.003,0.162,"NLA12_NJ-131"
7052,277.946466419332,4383.91228881748,17307.4473947168,0.0597400669596856,0.206334562755082,1972.5003,25.1,45,0.002,0.195,"NLA12_MN-147"
7053,4910.12325278557,74232.5387898387,5327.04326622782,0.0307122100124365,0.170968757991889,4042.5225,24.75,114,0.004,4.514,"NLA12_VA-111"
7054,2454.60645088228,15553.4921149164,5238.03950440959,0.0459324484430664,0.110620692502298,1475.7084,30.7333333333333,146,0.002,25.776,"NLA12_VA-101"
7055,1411.38178201054,1443.27230648937,491.646687554323,0.344224122193946,0.537872506889364,266.7759,21.68,12,0.002,1.703,"NLA12_WA-138"
7056,48.2824858728634,195.128767619742,9603.94172166306,6.10299865571659,16.1522858140085,70.8184,20.8625,12,0.022,5.401,"NLA12_VT-R01"
7057,437.180266410856,2267.65174623809,7890.84324029851,0.171503445923407,0.370087373498735,836.1039,21.2,23,0.005,7.135,"NLA12_UT-169"
7058,59.0582063777846,2190.85271487727,79656.5277652861,0.534598444911121,2.08048542676787,1165.3096,22.6666666666667,38,0.461,9.637,"NLA12_NJ-118"
7059,116.293310036239,16091.9501413166,910086.963322475,0.150436640253811,0.717866905815641,5633.7339,28.4,490,0.05,11.5,"NLA12_OK-117"
7061,22.1926516830762,404.939417001609,222103.106951335,1.64644309989673,7.78136490875404,453.4693,23.4,91,0.236,46.054,"NLA12_MN-123"
7062,1827.50648480917,91272.8133172335,53560.7992931534,0.26649301678166,0.419409947668516,427.6037,26.3,316,0,46.221,"NLA12_SD-126"
7063,99.0173457208957,416.837056211598,22464.5500907483,0.0749159733658531,0.953565338150681,3355.6622,26.7,130,0.078,5.088,"NLA12_TX-176"
7064,3381.66271013914,5930.2332663391,286.570110672015,0.119010538415039,0.0632154375932501,134.3276,25.3,4.1,0.0056,9.85,"NLA12_CA-180"
7065,194.055870764137,2326.25462989234,7980.61267304985,3.90233156209112,11.5068073873418,309.9896,19.3333333333333,29,0,0.388,"NLA12_MT-143"
7067,213.890321790248,2925.67920597886,148750.633684589,1.09023151092053,5.25378637604522,993.1065,25.0125,302,0.002,39.19,"NLA12_ND-134"
7068,77.5265365079066,1168.11456832586,78111.8257757123,0.0816622691330301,0.518594343292917,3525.0441,23.8,99,0,21.001,"NLA12_ND-107"
7086,75.081670856302,290.294576501168,26644.6195667219,0.0316804437279848,0.0161708213089886,372.6968,28.5,8,0.003,3.119,"NLA12_MO-R01"
7088,3151.48214355198,25148.927377924,8935.23138213381,0.862664142308977,2.46698156924617,197.542,NA,64,0.008,11.749,"NLA12_WY-135"
7089,8691.76048071415,46445.6603188076,2388.16991596327,0.356844507229526,0.498109945551875,360.0997,NA,36,0.002,6.83,"NLA12_WY-131"
7091,1064.74222715096,22157.0684064203,17756.3832208371,0.0441355237052147,0.0427493595977994,2686.7949,22.3333333333333,48,0.073,10.556,"NLA12_CT-104"
7092,606.595893669376,14189.4341849359,5170.52651152548,0.0766231764237211,0.125321161143067,296.4573,20.35,36,0.004,2.492,"NLA12_RI-110"
7094,343.828405318431,2354.57676303283,41959.6481778134,0.189210454944489,0.830706672177455,2085.8303,29.4,96,0.004,6.25,"NLA12_VA-121"
7095,2134.01505112839,17145.4902378188,2830.9918087061,0.257608988070578,1.20436924656446,553.4803,22.27,80,0.002,20.82,"NLA12_VA-105"
7096,171.925168660911,1178.73387252321,2517.14490188191,0.341094556958603,0.0848731026382324,36.983,24.5375,5,0,1.763,"NLA12_VT-R02"
7097,52.7699248743439,684.904666961663,73498.5939080934,1.6108384549193,2.95905088864508,401.7473,20.74,51,0.002,29.008,"NLA12_UT-210"
7100,2757.34605386156,1109.49514646879,29.123609453205,0.512317162359825,0.2315985176179,65.632,22.9,25,0,18.749,"NLA12_OR-169"
7102,289.767407081214,825.097595107026,2546.26922169065,1.66961534583021,4.03428776896313,142.7984,17.9375,14,0.002,0.851,"NLA12_CO-115"
7103,65.0647137161241,498.417289333183,34150.4399326874,0.182506555357548,0.491419219067385,1492.2527,28.74,15,0,0.76,"NLA12_MI-101"
7104,369.400278872682,2509.05619853639,20845.1282863107,0.404393056081086,0.482040333544214,172.5769,22.4085714285714,20,0.004,5.1,"NLA12_NH-102"
7105,266.29826547826,48730.7977072579,365788.231225457,0.103869234461184,0.60419556095159,4787.7507,27.155,185,0,1.182,"NLA12_OH-136"
7106,72.2791139660013,825.389242809642,32058.8299503776,0.0308033079491379,0.201549251004319,768.3915,29.3,24,0.05,0.82,"NLA12_OK-302"
7107,138.882210210299,2532.91895859585,39780.2924401494,0.806364226863008,0.747177613636953,132.7074,27.5,610,0,44.245,"NLA12_SD-158"
7108,334.317710216331,3901.73834540139,37730.3916156214,0.0178589673756754,0.0389302928886304,591.154,29.2,84,0.003,3.408,"NLA12_TX-170"
7109,8955.52749698985,16817.0856651619,174.960804969518,0.289651736213201,0.248412390744472,56.7989,28.9,30,0.008,3.485,"NLA12_TX-190"
7113,225.153989238928,1306.4803739929,16073.2508881273,0.0163199323471674,0.0183695127375532,639.5002,25.65,11,0.04,5.127,"NLA12_PA-105"
7122,250.637733096394,1120.91204292208,37329.3055216139,0.0110450269873467,0.0624249652347507,1730.5888,25.875,77,0.04,1.947,"NLA12_PA-110"
7124,469.116584949311,4743.6048291219,8456.48286007337,0.299941747348514,0.355701365264214,363.5886,24.6333333333333,22,0.002,7.027,"NLA12_MN-101"
